ev_id,entities_json,hfacs_json,relationships_json,extraction_status
20010328005499I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Omitted Checklist Step (Maintenance crew)""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""CREW REPORTED THEY HAD NO ECAM INDICATION AND THAT THE PRESS PAGE INDICAIONS APPEARED FROZEN.""}]",success
20010415012689I,"[{""text"": ""INOPERATIVE PITCH TRIM ON THE CAPTAIN'S AND FIRST OFFICER'S YOKE"", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""INOPERATIVE PITCH TRIM ON THE CAPTAIN'S AND FIRST OFFICER'S YOKE""}]",success
20010406005969I,"[{""text"": ""The A/C aborted a takeoff on runway 28R."", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""The A/C aborted a takeoff on runway 28R.""]}",[],success
20010304005789I,"[{""text"": ""A bad sector was found."", ""role"": ""Maintenance"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency: Maintenance found a bad sector after the aileron trim actuator circuit breaker popped.""]}",[],success
20010407005849I,"[{""text"": ""Push to Test light on eyebrow panel acting as a ground causing the fire control panel to be in the test mode"", ""role"": ""Maintenance"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""Push to Test light on eyebrow panel acting as a ground causing the fire control panel to be in the test mode""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""Push to Test light on eyebrow panel acting as a ground causing the fire control panel to be in the test mode""}]",success
20010405006179I,"[{""text"": ""Declared emergency"", ""role"": ""Captain and First Officer"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - First Officer"", ""Complacency - Captain and First Officer""], ""personnel_crm"": [""Failed to Communicate - Captain and First Officer""], ""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""First Officer reported he observed a small quantity of smoke coming from the glare shield in front of him. Both Captain and First Officer smelled the smoke.""}]",success
20010320003679I,[],{},[],parse_error
20010330009209I,"[{""text"": ""FORGOT TO DISARM THE DOOR"", ""role"": ""Flight Attendant"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness (Captain)""], ""personnel_crm"": [""Failed to Communicate (Flight Attendant)""], ""operator_physical"": [""Physical Fatigue (Captain and Flight Attendant)""], ""unsafe_skill"": [""FORGOT TO DISARM THE DOOR""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""FORGOT TO DISARM THE DOOR""}]",success
20010322028269I,"[{""text"": ""The auto throttle was disconnected and the engine ran okay for 10 minutes and then stalled twice more."", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - pilot""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""The auto throttle was disconnected and the engine ran okay for 10 minutes and then stalled twice more.""}]",success
20010313026759I,"[{""text"": ""Violated FAR 121.580 (2 INSTANCES)"", ""role"": ""Mr. Lavelle"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Operator""], ""personnel_crm"": [""Failed to Communicate - Operator""], ""unsafe_violation"": [""Violated FAR 121.580 (2 INSTANCES)""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""HAS BEEN FORWARDED TO AGL-230 ALLEGING MR. LAVELLE VIOLATED FAR 121.58""}]",success
20010308005839I,"[{""text"": ""The discrepancy was deferred per the MEL and the A/C was returned to service."", ""role"": ""Maintenance"", ""tier"": ""unsafe_perception""}]","{""unsafe_perception"": [""The discrepancy was deferred per the MEL and the A/C was returned to service.""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The discrepancy was deferred per the MEL and the A/C was returned to service.""}]",success
20010417038039I,"[{""text"": ""Cntl Intfr By Passen"", ""role"": ""Passenger"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Complacency - operator""], ""personnel_crm"": [""Failed to Communicate - operator""], ""unsafe_violation"": [""Cntl Intfr By Passen""]}",[],success
20010525010379I,"[{""text"": ""STICK SHAKER ACTIVATED AND WOULD NOT STOP"", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - pilot""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""STICK SHAKER ACTIVATED AND WOULD NOT STOP""}]",success
20010508009469I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""personnel_crm"", ""evidence"": ""Maintenance crew failed to properly pressurize the aircraft.""}]",success
20010429006989I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - Pilot""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""LEFT ENGINE FIRE WARNING LIGHT ILLUMINATE ON FINAL APPROACH TO RUNWAY 32 AT PIT.""}]",success
20010526008749I,"[{""text"": ""The pilot gave the order to evacuate the aircraft."", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - pilot""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""THE PILOT GAVE THE ORDER TO EVACUATE THE AIRCRAFT. THE PASSENGERS BEGAN TO EXIT THE AIRCRAFT USING ALL EMERGENCY SLIDES.""}]",success
20010602012659I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Crew"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Failed to prioritize attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""C/B WAS PULLED AND THE AIRCRAFT DIVERTED TO \""PIT\"".""}]",success
20010422009379I,[],"{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Maintenance Crew""], ""unsafe_decision"": [""Misdiagnosed Emergency: Crew""]}",[],success
20010427007009I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Failed to prioritize attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""LEFT NOSE TIRE BEARING FAILED WHICH CAUSED FAILURE OF GEAR RETRACTION AND WHEEL SEPARATION UPON LANDING.""}]",success
20010523008789I,"[{""text"": ""Unmanned, Uncontrolled US Airways Lavatory Truck Rolled Across Taxiways 'G' and 'H'"", ""role"": ""Ground Crew"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Ground Crew""], ""personnel_crm"": [""Failed to Communicate - Maintenance Crew""], ""unsafe_violation"": [""\""Unmanned, Uncontrolled US Airways Lavatory Truck Rolled Across Taxiways 'G' and 'H'\"" Ground Crew""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""Unmanned, Uncontrolled US Airways Lavatory Truck Rolled Across Taxiways 'G' and 'H'""}]",success
20010503008389I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Omitted Checklist Step - Pilot""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""ON SHORT FINAL WHEN GEAR WAS SELECTED DOWN THE #2 HYDRAULICS CONTENTS BEGAN TO FALL AND HYDRAULIC CAUTION LIGHTS AND #2 HYDRAULIC ISO VALVE LIGHT ILLUMINATED.""}]",success
20010421012009I,"[{""text"": ""Repositioned the Main Flow Valve to Auto, and Pressurization System Operationally Tested Normal."", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Repositioned the Main Flow Valve to Auto, and Pressurization System Operationally Tested Normal.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""situational_tech"", ""evidence"": ""Repositioned the Main Flow Valve to Auto, and Pressurization System Operationally Tested Normal.""}]",success
20010517014939I,"[{""text"": ""Reported a blown left main tire on take-off"", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Pilot""], ""unsafe_decision"": [""Misdiagnosed Emergency - pilot""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""LANDED THE AIRCRAFT AND SHUT DOWN THE ENGINES ON THE RUNWAY.""}]",success
20010519011549I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Ground Crew"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Ground Crew""], ""personnel_crm"": [""Failed to Communicate - Ground Crew""], ""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""AIRCRAFT WAS BEING PUSHED BACK FROM THE GATE, WHEN IT STRUCK THE CATERING TRUCK. MINOR DAMAGE TO THE AIRCRAFT,""}]",success
20010602018459I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Operator""], ""operator_limits"": [""Insufficient Reaction Time - Operator""], ""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""FILTER FITTING P/N 20011-4-10W. FILTER ASSEMBLY BECAME DISLODGED AND BLOCKED THE ASSEMBLY NOT ALLOWING THE BRAKE TO RELEASE.""}]",success
20010424016169I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Captain Fusco"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Complacency - Captain Fusco""], ""operator_limits"": [""Insufficient Reaction Time - Captain Fusco""], ""unsafe_skill"": [""Failed to Prioritize Attention - Captain Fusco""]}",[],success
20010427007099I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Omitted Checklist Step - Pilot""]}",[],success
20010419018089I,"[{""text"": ""Cabin started to depressurize. Cabin reached FL11,000 ft."", ""role"": ""Flight crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - Flight crew""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""Cabin started to depressurize. Cabin reached FL11,000 ft.""}]",success
20010428007059I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""THE QUICK REFERANCE HANDBOOK WAS FOLLOWED AND HE DIVERTED TO \""PIT\"".""}]",success
20010513012979I,"[{""text"": ""The #1 engine oil filter was clogged."", ""role"": ""Maintenance personnel"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""The #1 engine oil filter was clogged.""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""The #1 engine oil filter was clogged.""}]",success
20010607012519I,[],{},[],parse_error
20010616012409I,"[{""text"": ""SHOOK VERY BADLY"", ""role"": ""Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - Crew""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""SHOOK VERY BADLY""}]",success
20010711020119I,"[{""text"": ""Right engine PRSOV valve inoperative"", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Crew""], ""operator_physical"": [""Physical Fatigue - Crew""], ""personnel_crm"": [""Failed to Communicate - Crew""], ""situational_tech"": [""Equipment Design - Pressurization System""], ""unsafe_violation"": [""Right engine PRSOV valve inoperative""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""RIGHT ENGINE PRSOV VALVE INOP. AIRCRAFT WAS UNABLE TO HOLD CABIN PRESSURE ON ONE PACK AND THERE WAS A LOUD PRESSURIZATION SQUEAL DURING DESCENT AT THE FORWARD ENTRY DOOR.""}]",success
20010630018229I,"[{""text"": ""TRIED TO DISCONNECT: DID NOT WORK. RESET CB THEN TRIED AGAIN; DID NOT WORK."", ""role"": ""Maintenance"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""TRIED TO DISCONNECT: DID NOT WORK. RESET CB THEN TRIED AGAIN; DID NOT WORK.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""TRIED TO DISCONNECT: DID NOT WORK. RESET CB THEN TRIED AGAIN; DID NOT WORK.""}]",success
20010710016049I,"[{""text"": ""DEFERRED PER RADIO COMMUNICATIONS"", ""role"": ""Maintenance Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""DEFERRED PER RADIO COMMUNICATIONS""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""DEFERRED PER RADIO COMMUNICATIONS""}]",success
20010619013379I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Omitted Checklist Step - pilot""]}",[],success
20010621017489I,"[{""text"": ""Noticed an odor in the cockpit"", ""role"": ""Flight crew"", ""tier"": ""unsafe_perception""}]","{""operator_mental"": [""Loss of Situational Awareness - Captain""], ""personnel_crm"": [""Failed to Communicate - Flight Attendants""], ""operator_physical"": [""Fatigue - Captain and First Officer""], ""unsafe_perception"": [""Noticed an odor in the cockpit""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""The flight crew noticed an odor in the cockpit. The captain then declared an emergency.""}]",success
20010710018409I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Maintenance crew"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""operator_physical"": [""Physical Fatigue - Pilot""], ""personnel_crm"": [""Failed to Communicate - Maintenance Crew""], ""unsafe_skill"": [""Failed to prioritize attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_violation"", ""evidence"": ""COMPANY MECHANICS REPLACED THE RIGHT ENGINE DEOILER GARLOCK SEA.""}]",success
20010630038029I,"[{""text"": ""Cntl Intfr By Passen"", ""role"": ""Passenger"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Pilot""], ""unsafe_violation"": [""Cntl Intfr By Passen""]}",[],success
20010612012729I,"[{""text"": ""Mounting failure of engine nose cone"", ""role"": ""Maintenance"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""operator_physical"": [""Physical Fatigue - Pilot""], ""operator_limits"": [""Insufficient Reaction Time - Pilot""], ""situational_tech"": [""Equipment Design - Engine Mounting Failure - Maintenance Crew""], ""unsafe_violation"": [""Mounting failure of engine nose cone""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""MOUNTING FAILURE.""}]",success
20010603012439I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Crew"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Failed to follow QRH, omitted checklist step""]}",[],success
20010612016089I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Crew"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Maintenance Crew""], ""situational_tech"": [""Equipment Design - Thrust Reverser System""], ""unsafe_skill"": [""Failed to prioritize attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""CREW COULD NOT STOW THE REVERSER, SO THEY SHUT DOWN THE RIGHT ENGINE AND LANDED AT DENVER WITHOUT ANY FURTHER PROBLEMS.""}]",success
20010707021829I,"[{""text"": ""Ran the checklist."", ""role"": ""co-pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Ran the checklist.""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""Ran the checklist.""}]",success
20010711015779I,"[{""text"": ""FLAPS FAILED TO EXTEND DURING APPROACH."", ""role"": ""Maintenance"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""operator_physical"": [""Fatigue - Pilot""], ""operator_limits"": [""Insufficient Reaction Time - Pilot""], ""situational_tech"": [""Equipment Design - Flap System""], ""unsafe_violation"": [""FLAPS FAILED TO EXTEND DURING APPROACH.""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""FLAPS FAILED TO EXTEND DURING APPROACH.""}]",success
20010611010319I,"[{""text"": ""WENT THROUGH THE EMERGENCY PROCEDURES AND RETURNED TO PIT LANDING ON RUWAY 10L"", ""role"": ""crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""WENT THROUGH THE EMERGENCY PROCEDURES AND RETURNED TO PIT LANDING ON RUWAY 10L""}]",success
20010614018359I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Flight crew"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Flight Crew""], ""unsafe_skill"": [""Omitted Checklist Step - Flight crew""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""THE LEFT ENGINE OIL PRESSURE WENT TO ZERO. THE FLIGHT CREW SHUT DOWN THE ENGINE AND LANDED WITHOUT INCIDENT.""}]",success
20010711015979I,"[{""text"": ""Right Bleed Air and Right Environmental Fail Advisory Lights Illuminating"", ""role"": ""Maintenance"", ""tier"": ""unsafe_violation""}]","{""unsafe_violation"": [""Right Bleed Air and Right Environmental Fail Advisory Lights Illuminating""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""unsafe_decision"", ""evidence"": ""RIGHT BLEED AIR AND RIGHT ENVIRONMENTAL FAIL ADVISORY LIGHTS ILLUMINATING. MIS REPORT ISSUED.""}]",success
20010704018429I,"[{""text"": ""A loud bang was heard by the crew and the forward cargo door open light illuminated."", ""role"": ""Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""A loud bang was heard by the crew and the forward cargo door open light illuminated.""}]",success
20010702018369I,"[{""text"": ""Contract maintenance deferred the write-up per MEL 21-14, special provisions 1 and 21."", ""role"": ""Maintenance"", ""tier"": ""Unsafe_Violation""}]","{""unsafe_violation"": [""Contract maintenance deferred the write-up per MEL 21-4, special provisions 1 and 21.""]}","[{""subject"": ""unsafe_violation"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""Contract maintenance deferred the write-up per MEL 21-14, special provisions 1 and 21.""}]",success
20010615012969I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""No emergency was declared when the crew had a low oil quantity indication for number one engine.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""NO EMERGENCY WAS DECLARED AND THE PILOT DIVERTED THE AIRCRAFT TO MCI WITH NO FURTHER INCIDENT.""}]",success
20010623021259I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""situational_tech"": [""Instrument Design/Functionality - Pilot""], ""unsafe_skill"": [""Failed to prioritize attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""The aircraft started shaking violently and the right hand torque gauge fluctuated between 60% and 20% torque.""}]",success
20010710018289I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Omitted Checklist Step - Pilot""]}",[],success
20010614011969I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Captain"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""CAPT ^PRIVACY^ DECLAIRED AN EMERGENCY AND WAS DIRECTED FROM KANSAS CITY CENTER TO LAND TO SALINA, KS.""}]",success
20010707030149I,"[{""text"": ""Cntl Intfr By Passen"", ""role"": ""Passenger"", ""tier"": ""unsafe_violation""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Pilot""], ""unsafe_violation"": [""Cntl Intfr By Passen""]}",[],success
20010706016349I,"[{""text"": ""The pilot took standard procedure."", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency - pilot""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""The pilot took standard procedure.""}]",success
20010618013209I,"[{""text"": ""Misdiagnosed Emergency"", ""role"": ""Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency at the time of the engine failure""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""CO_OCCURS_WITH"", ""object"": ""operator_physical"", ""evidence"": ""CREW INDICATION WAS A HIGH EGT AND FIRE WARNING AT THE TIME OF THE FAILURE. BOTH FIRE BOTTLES WERE DISCHARGED, ALTHOUGH INVESTIGATION SHOWED NO INDICATION OF ANY FIRE.""}]",success
20010710020849I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Pilot"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""operator_limits"": [""Insufficient Reaction Time - Pilot""], ""unsafe_decision"": [""Failed to prioritize attention""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_skill"", ""evidence"": ""PILOT INITIATED PRECAUTIONARY ENGINE SHUT DOWN DUE TO FLUCTUATING PROPELLER GEARBOX OIL PRESSURE INDICATIONS.""}]",success
20010616012819I,"[{""text"": ""Omitted Checklist Step"", ""role"": ""Pilot"", ""tier"": ""unsafe_skill""}]","{""unsafe_skill"": [""Omitted Checklist Step - Pilot""]}",[],success
20010622018239I,"[{""text"": ""The crew elected to land in BUF before shutdown of the engine became necessary."", ""role"": ""Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""The crew elected to land in BUF before shutdown of the engine became necessary.""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""The crew elected to land in BUF before shutdown of the engine became necessary.""}]",success
20010607017429I,"[{""text"": ""Green system hydraulic low level light illuminated during cruise flight."", ""role"": ""Flight crew"", ""tier"": ""unsafe_perception""}]","{""unsafe_perception"": [""Misjudged Distance/Altitude/Airspeed - Flight crew""]}","[{""subject"": ""unsafe_perception"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_decision"", ""evidence"": ""Green system hydraulic low level light illuminated during cruise flight.""}]",success
20010802020089I,"[{""text"": ""Failed to Prioritize Attention"", ""role"": ""Marshal Ground Handler"", ""tier"": ""unsafe_skill""}]","{""operator_mental"": [""Loss of Situational Awareness - Ground Handler"", ""Distraction - Ground Handler""], ""personnel_crm"": [""Failed to Communicate - Southwest Marshaller""], ""unsafe_skill"": [""Failed to Prioritize Attention""]}","[{""subject"": ""unsafe_skill"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_perception"", ""evidence"": ""The Marshal Ground Handler lost sight of the left wing while concentrating on the position of the nose tires.""}]",success
20010807019349I,"[{""text"": ""Secured the right engine as per the QRH in-flight"", ""role"": ""Crew"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Secured the right engine as per the QRH in-flight (Crew)""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""Secured the right engine as per the QRH in-flight.""}]",success
20010721016569I,[],"{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""personnel_crm"": [""Failed to Communicate - Pilot""], ""unsafe_decision"": [""Misdiagnosed Emergency; Pilot""]}",[],success
20010815022019I,"[{""text"": ""SHUT SYSTEM OFF PER CHECK LIST"", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""operator_mental"": [""Loss of Situational Awareness - Pilot""], ""operator_physical"": [""Fatigue - Pilot""], ""operator_limits"": [""Insufficient Reaction Time - Pilot""], ""unsafe_decision"": [""SHUT SYSTEM OFF PER CHECK LIST""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""operator_physical"", ""evidence"": ""SHUT SYSTEM OFF PER CHECK LIST""}]",success
20010729020969I,"[{""text"": ""OIL QUANTITY READ (ZERO)"", ""role"": ""pilot"", ""tier"": ""unsafe_decision""}]","{""unsafe_decision"": [""Misdiagnosed Emergency""]}","[{""subject"": ""unsafe_decision"", ""relation"": ""LEADS_TO"", ""object"": ""unsafe_violation"", ""evidence"": ""SHUT DOWN THE RIGHT ENGINE AND WAS DIVERTED TO GRR.""}]",success
